,Carimbo de data/hora,Nome de usuário,Nome,Curso de graduação,Você estuda majoritariamente em qual turno?,"Para você, quais são os horários de aula ideais?","Atualmente os horários das disciplinas na UFMG são diversos, muitas vezes tendo disciplinas separadas por um grande intervalo de tempo. Na sua opinião, o quanto essa diversidade de horários nas disciplinas prejudica você na sua carreira profissional?
(avalie de 1 a 5)","Atualmente os horários das disciplinas na UFMG são diversos, muitas vezes tendo disciplinas separadas por um grande intervalo de tempo. Na sua opinião, o quanto essa diversidade de horários nas disciplinas prejudica você na sua carreira acadêmica?
(avalie de 1 a 5)",Espaço para observações ou comentários adicionais,"Para você, quais são os horários de aula ideais?.1","Atualmente os horários das disciplinas na UFMG são diversos, muitas vezes tendo disciplinas separadas por um grande intervalo de tempo. Na sua opinião, o quanto essa diversidade de horários nas disciplinas prejudica você na sua carreira profissional?
(avalie de 1 a 5).1","Atualmente os horários das disciplinas na UFMG são diversos, muitas vezes tendo disciplinas separadas por um grande intervalo de tempo. Na sua opinião, o quanto essa diversidade de horários nas disciplinas prejudica você na sua carreira acadêmica?
(avalie de 1 a 5).1",Espaço para observações ou comentários adicionais.1,"Para você, quais são os horários de aula ideais?.2","Atualmente os horários das disciplinas na UFMG são diversos, muitas vezes tendo disciplinas separadas por um grande intervalo de tempo. Na sua opinião, o quanto essa diversidade de horários nas disciplinas prejudica você na sua carreira profissional?
(avalie de 1 a 5).2","Atualmente os horários das disciplinas na UFMG são diversos, muitas vezes tendo disciplinas separadas por um grande intervalo de tempo. Na sua opinião, o quanto essa diversidade de horários nas disciplinas prejudica você na sua carreira acadêmica?
(avalie de 1 a 5).2",Espaço para observações ou comentários adicionais.2,Unnamed: 17
437,2023/11/28 4:46:56 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Vespertino,,,,,7:30 - 11:10,5.0,5.0,"Os horário vespertinos, particularmente para minha pessoa, afetam a qualidade do estudo e minha absorção de conhecimento em função do calor excessivo do período da tarde e da sonolência pós almoço.",,,,,
438,2023/11/28 4:49:14 PM GMT-3,redacted,redacted,Engenharia Ambiental,Vespertino,,,,,7:30 - 11:10;17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,5.0,5.0,"O grande intervalo entre horários de disciplinas prejudica os estudantes que trabalham. E os horários fora do “normal” prejudica também,  poderia ter horários mais padronizados. ",,,,,
439,2023/11/28 4:51:09 PM GMT-3,redacted,redacted,Engenharia Elétrica,Matutino,8:30 - 12:10;13:00 - 16:30;14:00 - 17:30;15:00 - 18:30,5.0,4.0,,,,,,,,,,
440,2023/11/28 4:52:15 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Vespertino,,,,,17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,5.0,5.0,,,,,,
441,2023/11/28 4:54:03 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Noturno,,,,,,,,,17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,3.0,1.0,,
442,2023/11/28 4:58:59 PM GMT-3,redacted,redacted,Engenharia Química,Matutino,7:30 - 11:10,5.0,4.0,,,,,,,,,,
443,2023/11/28 5:18:21 PM GMT-3,redacted,redacted,Engenharia Ambiental,Matutino,7:30 - 11:10;8:30 - 12:10,5.0,1.0,,,,,,,,,,
444,2023/11/28 5:23:26 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Noturno,,,,,,,,,18:00 - 21:55,2.0,4.0,,
445,2023/11/28 5:25:18 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Noturno,,,,,,,,,18:00 - 21:55;19:00 - 22:35,4.0,2.0,,
446,2023/11/28 5:25:24 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Noturno,,,,,,,,,18:00 - 21:55;19:00 - 22:35,4.0,2.0,,
447,2023/11/28 5:25:58 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Noturno,,,,,,,,,7:30 - 11:10;8:30 - 12:10;19:00 - 22:35,5.0,5.0,,
448,2023/11/28 5:26:50 PM GMT-3,redacted,redacted,Engenharia Ambiental,Vespertino,,,,,7:30 - 11:10,5.0,4.0,,,,,,
449,2023/11/28 5:27:00 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Vespertino,,,,,13:00 - 16:30;14:00 - 17:30;15:00 - 18:30,3.0,3.0,,,,,,
450,2023/11/28 5:38:44 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Vespertino,,,,,15:00 - 18:30;17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,3.0,4.0,,,,,,
451,2023/11/28 5:48:53 PM GMT-3,redacted,redacted,Engenharia Química,Matutino,7:30 - 11:10;13:00 - 16:30,4.0,3.0,,,,,,,,,,
452,2023/11/28 5:49:35 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Vespertino,,,,,7:30 - 11:10;13:00 - 16:30;14:00 - 17:30;15:00 - 18:30,2.0,5.0,,,,,,
453,2023/11/28 5:53:03 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Noturno,,,,,,,,,19:00 - 22:35,5.0,4.0,,
454,2023/11/28 5:54:18 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,5.0,5.0,Os horários do turno diurno são extremamente mal estruturados e sem sentido nenhum. Por que não pode funcionar como uma faculdade normal? Com horários padronizados liberando os alunos para inclusive ir procurar no trabalho o que a universidade deixa a desejar de preparação para o mercado. ,,,,,
455,2023/11/28 5:54:54 PM GMT-3,redacted,redacted,Engenharia de Sistemas,Noturno,,,,,,,,,19:00 - 22:35,3.0,3.0,"Os alunos do noturno precisam que as aulas comecem as 19h. Não adianta padronizar para começar as 17h ou qualquer outro horário que não nos atenda, afinal o propósito do curso noturno é abranger o público, considerando alunos que trabalham.",
456,2023/11/28 5:57:54 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Noturno,,,,,,,,,19:00 - 22:35,4.0,1.0,,
457,2023/11/28 5:59:00 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10;19:00 - 22:35,5.0,5.0,,,,,,
458,2023/11/28 6:00:06 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Noturno,,,,,,,,,19:00 - 22:35,5.0,2.0,"Os cursos noturnos devem necessariamente poder ser cursados depois das 19h. A grande maioria das pessoas que escolhe cursar noturno trabalha até as 18h, sendo impraticável ter aulas antes das 19h. Não se pode fazer o que o curso de Sistemas da Informação fez por exemplo, constando como um curso noturno no Enem e com aulas às 17h que impedem os alunos de trabalharem. ",
459,2023/11/28 6:09:57 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Vespertino,,,,,13:00 - 16:30;14:00 - 17:30;15:00 - 18:30;18:00 - 21:55,1.0,1.0,"Ao longo dos semestres consegui escolher um plano de estudos favorável com intervalos satisfatórios e horários desejados, que utilizei para contribuir com o encaixe de  horários como de equipes de competição",,,,,
460,2023/11/28 6:13:06 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10;18:00 - 21:55;19:00 - 22:35,5.0,4.0,"Para alunos que fazem estágio é um grande problema conseguir encaixar os horários, ainda mais quando estamos com disciplinas em períodos diferentes, o que são a maioria dos alunos da EE",,,,,
461,2023/11/28 6:24:41 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Vespertino,,,,,17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,5.0,3.0,,,,,,
462,2023/11/28 6:33:17 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Noturno,,,,,,,,,17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,4.0,4.0,,
463,2023/11/28 6:36:20 PM GMT-3,redacted,redacted,Engenharia Civil,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,5.0,5.0,,,,,,
464,2023/11/28 6:41:23 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Vespertino,,,,,8:30 - 12:10;13:00 - 16:30;14:00 - 17:30,2.0,2.0,,,,,,
465,2023/11/28 6:49:18 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Noturno,,,,,,,,,19:00 - 22:35,4.0,3.0,,
466,2023/11/28 6:57:24 PM GMT-3,redacted,redacted,Engenharia Química,Matutino,7:30 - 11:10;8:30 - 12:10;13:00 - 16:30;14:00 - 17:30;15:00 - 18:30,3.0,1.0,,,,,,,,,,
467,2023/11/28 7:00:14 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Vespertino,,,,,13:00 - 16:30;14:00 - 17:30;15:00 - 18:30;19:00 - 22:35,5.0,2.0,"Acredito que durante a carreira acadêmica não é um problema, podemos preencher os horários estudando ou participando de outras iniciativas na faculdade, porém para realizar estágio e iniciar na carreira profissional as aulas pela manhã e início da tarde prejudicam muito em oportunidades que podemos conseguir",,,,,
468,2023/11/28 7:11:43 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Matutino,17:00 - 20:55,5.0,4.0,,,,,,,,,,
469,2023/11/28 7:12:02 PM GMT-3,redacted,redacted,Engenharia Ambiental,Matutino,8:30 - 12:10;14:00 - 17:30,5.0,5.0,,,,,,,,,,
470,2023/11/28 7:13:14 PM GMT-3,redacted,redacted,Engenharia Mecânica,Noturno,,,,,,,,,18:00 - 21:55,5.0,2.0,,
471,2023/11/28 7:13:43 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Noturno,,,,,,,,,15:00 - 18:30;19:00 - 22:35,4.0,4.0,,
472,2023/11/28 7:14:12 PM GMT-3,redacted,redacted,Engenharia Mecânica,Noturno,,,,,,,,,19:00 - 22:35,2.0,2.0,,
473,2023/11/28 7:14:21 PM GMT-3,redacted,redacted,Engenharia Mecânica,Noturno,,,,,,,,,19:00 - 22:35,5.0,2.0,,
474,2023/11/28 7:17:50 PM GMT-3,redacted,redacted,Engenharia Mecânica,Vespertino,,,,,13:00 - 16:30;14:00 - 17:30;15:00 - 18:30;11:10-12:50,4.0,3.0,,,,,,
475,2023/11/28 7:19:08 PM GMT-3,redacted,redacted,Engenharia Mecânica,Vespertino,,,,,8:30 - 12:10;13:00 - 16:30;14:00 - 17:30;15:00 - 18:30;17:00 - 20:55;18:00 - 21:55,3.0,4.0,,,,,,
476,2023/11/28 7:19:35 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10;13:00 - 16:30;14:00 - 17:30;15:00 - 18:30,1.0,2.0,"Mais do que um dado horario, é interessante ter pouca variação entre os horarios - por exemplo, ter todas as aulas à tarde para estudar de manha, ou vice versa, sem ter horarios espalhados ao longo do dia",,,,,
477,2023/11/28 7:19:49 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Noturno,,,,,,,,,19:00 - 22:35,3.0,4.0,"Mesmo o curso sendo noturno, matérias optativas de outras engenharias são ofertadas apenas em horário diurno. Logo, não tive oportunidade de fazer optativas que me interessavam.",
478,2023/11/28 7:20:19 PM GMT-3,redacted,redacted,Engenharia Mecânica,Vespertino,,,,,17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,5.0,5.0,,,,,,
479,2023/11/28 7:20:25 PM GMT-3,redacted,redacted,Engenharia Mecânica,Noturno,,,,,,,,,17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,4.0,4.0,,
480,2023/11/28 7:20:40 PM GMT-3,redacted,redacted,Engenharia Mecânica,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10;19:00 - 22:35,5.0,3.0,,,,,,
481,2023/11/28 7:20:41 PM GMT-3,redacted,redacted,Engenharia de Sistemas,Noturno,,,,,,,,,17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,3.0,3.0,,
482,2023/11/28 7:22:23 PM GMT-3,redacted,redacted,Engenharia Mecânica,Noturno,,,,,,,,,19:00 - 22:35,5.0,5.0,,
483,2023/11/28 7:24:01 PM GMT-3,redacted,redacted,Engenharia Mecânica,Noturno,,,,,,,,,17:00 - 20:55;19:00 - 22:35,1.0,2.0,,
484,2023/11/28 7:25:38 PM GMT-3,redacted,redacted,Engenharia Mecânica,Vespertino,,,,,7:30 - 11:10;19:00 - 22:35,5.0,5.0,,,,,,
485,2023/11/28 7:25:51 PM GMT-3,redacted,redacted,Engenharia Mecânica,Matutino,7:30 - 11:10;13:00 - 16:30;14:00 - 17:30;15:00 - 18:30,1.0,5.0,,,,,,,,,,
486,2023/11/28 7:26:19 PM GMT-3,redacted,redacted,Engenharia Mecânica,Vespertino,,,,,15:00 - 18:30;17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,5.0,5.0,,,,,,
487,2023/11/28 7:26:23 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Vespertino,,,,,13:00 - 16:30;14:00 - 17:30;15:00 - 18:30,4.0,2.0,,,,,,
488,2023/11/28 7:28:29 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10;15:00 - 18:30;19:00 - 22:35,5.0,5.0,"o curso não dr oportunidade de trabalhar ou fazer qualquer tipo de atividade além de estudar, e isso é pessimo principalmente para quem n tenha alguém parz bancar as dispesas",,,,,
489,2023/11/28 7:29:27 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Vespertino,,,,,18:00 - 21:55;19:00 - 22:35,5.0,5.0,,,,,,
490,2023/11/28 7:29:55 PM GMT-3,redacted,redacted,Engenharia Mecânica,Noturno,,,,,,,,,17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,5.0,3.0,,
491,2023/11/28 7:30:07 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Noturno,,,,,,,,,18:00 - 21:55;19:00 - 22:35,5.0,5.0,,
492,2023/11/28 7:31:14 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Matutino,8:30 - 12:10;13:00 - 16:30;14:00 - 17:30,5.0,4.0,,,,,,,,,,
493,2023/11/28 7:32:56 PM GMT-3,redacted,redacted,Engenharia Mecânica,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,5.0,5.0,,,,,,
494,2023/11/28 7:33:58 PM GMT-3,redacted,redacted,Engenharia Mecânica,Matutino,7:30 - 11:10;13:00 - 16:30;14:00 - 17:30,2.0,3.0,,,,,,,,,,
495,2023/11/28 7:35:59 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Noturno,,,,,,,,,17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,5.0,5.0,"Tem muitas optativas que só são ofertadas de manhã, com isso, é inviável que as pessoas do noturno se matriculem nelas. Acho q seria ideal, pelo menos, variar o horário q as disciplinas são ofertadas por semestre. ",
496,2023/11/28 7:37:12 PM GMT-3,redacted,redacted,Engenharia Mecânica,Vespertino,,,,,15:00 - 18:30;17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,5.0,5.0,,,,,,
497,2023/11/28 7:38:33 PM GMT-3,redacted,redacted,Engenharia Química,Vespertino,,,,,8:30 - 12:10,5.0,5.0,,,,,,
498,2023/11/28 7:49:39 PM GMT-3,redacted,redacted,Engenharia Elétrica,Matutino,15:00 - 18:30;17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,5.0,3.0,Atualmente estou trocando de curso justamente pela dificuldade de compatibilizar o horário do curso com estágio/trabalho,,,,,,,,,
499,2023/11/28 7:50:58 PM GMT-3,redacted,redacted,Engenharia Mecânica,Noturno,,,,,,,,,7:30 - 11:10;13:00 - 16:30;19:00 - 22:35,4.0,3.0,,
500,2023/11/28 7:52:47 PM GMT-3,redacted,redacted,Engenharia Mecânica,Noturno,,,,,,,,,18:00 - 21:55;19:00 - 22:35,1.0,1.0,,
501,2023/11/28 7:58:29 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Matutino,7:30 - 11:10;8:30 - 12:10,4.0,5.0,,,,,,,,,,
502,2023/11/28 7:59:19 PM GMT-3,redacted,redacted,Engenharia Mecânica,Matutino,7:30 - 11:10;13:00 - 16:30;14:00 - 17:30,2.0,1.0,,,,,,,,,,
503,2023/11/28 8:01:13 PM GMT-3,redacted,redacted,Engenharia Mecânica,Matutino,8:30 - 12:10,4.0,4.0,,,,,,,,,,
504,2023/11/28 8:24:02 PM GMT-3,redacted,redacted,Engenharia Mecânica,Noturno,,,,,,,,,19:00 - 22:35,5.0,4.0,,
505,2023/11/28 8:26:57 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Noturno,,,,,,,,,17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,5.0,5.0,,
506,2023/11/28 8:32:56 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Matutino,"8:30 - 12:10;14:00 - 17:30;19:00 - 22:35;Retirar horários de café da manhã, almoço e janta dos Ru's.",5.0,5.0,"Eu como ja venho desde o começo desse semestre letivo relatando ao departamento do Napeeng. É preciso de uma padronização dos horarios em que tirem o periodo de funcionamento nos horários do RU's. Café da manhã, almoço e janta. Pois muitos não estão conseguindo por exemplo jantar e tomar o café da manhã por contas desses péssimo horários aleatorios não pensados direito.",,,,,,,,,
507,2023/11/28 8:41:19 PM GMT-3,redacted,redacted,Engenharia Mecânica,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10;13:00 - 16:30;14:00 - 17:30;15:00 - 18:30,3.0,4.0,,,,,,
508,2023/11/28 8:41:48 PM GMT-3,redacted,redacted,Engenharia de Sistemas,Noturno,,,,,,,,,19:00 - 22:35,5.0,3.0,,
509,2023/11/28 8:43:53 PM GMT-3,redacted,redacted,Engenharia Mecânica,Noturno,,,,,,,,,18:00 - 21:55;19:00 - 22:35,2.0,2.0,,
510,2023/11/28 8:53:08 PM GMT-3,redacted,redacted,Engenharia de Sistemas,Noturno,,,,,,,,,19:00 - 22:35,5.0,5.0,,
511,2023/11/28 8:55:39 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Matutino,7:30 - 11:10;14:00 - 17:30;18:00 - 21:55,5.0,2.0,,,,,,,,,,
512,2023/11/28 8:57:48 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Matutino,7:30 - 11:10;13:00 - 16:30;17:00 - 20:55,5.0,3.0,,,,,,,,,,
513,2023/11/28 9:05:04 PM GMT-3,redacted,redacted,Engenharia de Sistemas,Noturno,,,,,,,,,18:00 - 21:55;19:00 - 22:35,1.0,3.0,,
514,2023/11/28 9:11:14 PM GMT-3,redacted,redacted,Engenharia Mecânica,Noturno,,,,,,,,,18:00 - 21:55;19:00 - 22:35,4.0,3.0,,
515,2023/11/28 9:14:37 PM GMT-3,redacted,redacted,Engenharia de Sistemas,Noturno,,,,,,,,,19:00 - 22:35,4.0,2.0,,
516,2023/11/28 9:20:08 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Matutino,8:30 - 12:10;14:00 - 17:30;19:00 - 22:35,5.0,5.0,"Eu como ja venho desde o começo desse semestre letivo relatando ao departamento do Napeeng. É preciso de uma padronização dos horarios em que tirem o periodo de funcionamento nos horários do RU's. Café da manhã, almoço e janta. Pois muitos não estão conseguindo por exemplo jantar e tomar o café da manhã por contas desses péssimo horários aleatorios não pensados direito.",,,,,,,,,
517,2023/11/28 9:36:06 PM GMT-3,redacted,redacted,Engenharia Mecânica,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10;13:00 - 16:30;14:00 - 17:30,5.0,5.0,,,,,,
518,2023/11/28 9:36:10 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Vespertino,,,,,13:00 - 16:30;14:00 - 17:30;15:00 - 18:30,5.0,5.0,,,,,,
519,2023/11/28 9:39:54 PM GMT-3,redacted,redacted,Engenharia de Sistemas,Noturno,,,,,,,,,7:30 - 11:10;8:30 - 12:10;13:00 - 16:30;14:00 - 17:30;15:00 - 18:30,2.0,4.0,,
520,2023/11/28 9:41:17 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Noturno,,,,,,,,,18:00 - 21:55;19:00 - 22:35,3.0,3.0,,
521,2023/11/28 9:44:11 PM GMT-3,redacted,redacted,Engenharia de Sistemas,Noturno,,,,,,,,,7:30 - 11:10;8:30 - 12:10;18:00 - 21:55;19:00 - 22:35,3.0,4.0,,
522,2023/11/28 9:50:19 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Vespertino,,,,,7:30 - 11:10;14:00 - 17:30;17:00 - 20:55,5.0,3.0,,,,,,
523,2023/11/28 9:53:28 PM GMT-3,redacted,redacted,Engenharia Mecânica,Noturno,,,,,,,,,17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,5.0,5.0,,
524,2023/11/28 9:58:08 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Vespertino,,,,,7:30 - 11:10;13:00 - 16:30,5.0,5.0,"Preciso de um horário fixo para estudar, tenho dois filhos pequenos e não posso estudar a noite pois não tenho com quem deixá-los nesse horário, também preciso trabalhar. Com essa grade doida, tive que trancar o curso para não perder a bolsa, onde precisei arrumar um emprego para alimentar os meus filhos, ou estudo, ou trabalho ou passo fome com os meus filhos. Um absurdo a UFMG não ter uma alternativa condizente com a realidade da população pobre, que inclusão é essa? Vir de escola pública já é difícil, ainda passar na federal e em um curso de prestígio e não ter a opção para que pessoas pobres como eu, mulher negra e mãe possa estudar em horário compatível com os que os meus filhos estudam e ter que abrir mão da graduação para trazer o sustento familiar. Por ser uma universidade pública deveria ter o horário fixo das aulas, pois embora seja vespertino., tenho aulas de manhã e também a tarde tendo que ficar o dia todo por conta da instituição, não tenho pai rico e falta bom senso dos gestores da faculdade sobre a realidade de seus alunos!",,,,,
525,2023/11/28 10:15:39 PM GMT-3,redacted,redacted,Engenharia Mecânica,Matutino,7:30 - 11:10;8:30 - 12:10;18:00 - 21:55;19:00 - 22:35,3.0,5.0,,,,,,,,,,
526,2023/11/28 10:19:54 PM GMT-3,redacted,redacted,Engenharia de Sistemas,Noturno,,,,,,,,,18:00 - 21:55;19:00 - 22:35,5.0,5.0,,
527,2023/11/28 10:24:38 PM GMT-3,redacted,redacted,Engenharia Ambiental,Vespertino,,,,,"8:30 - 12:10;14:00 - 17:30;15:00 - 18:30;9:25-11:05, 14:55-16:30",4.0,1.0,,,,,,
528,2023/11/28 10:31:19 PM GMT-3,redacted,redacted,Engenharia de Sistemas,Noturno,,,,,,,,,19:00 - 22:35,5.0,4.0,,
529,2023/11/28 10:38:17 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10;13:00 - 16:30,5.0,5.0,"Referente aos horários de aula: Acredito que a aproximação dos horários em diferentes turnos, por exemplo, uma aula no primeiro horário da manhã e outra no último horário da tarde pode prejudicar o aluno quanto a seu desempenho acadêmico, no trabalho ou outras áreas por conta do transporte, disponibilidade, projetos, etc.
Essa distância considerável entre os horários poderia ser resolvida com uma reformulação das ofertas para o plano de estudos e, com isso, maior disponibilidade para seleção do próprio estudante que poderia montar um plano sem prejudicar a si mesmo (o que não acontece atualmente por conta da baixa disposição de diferentes horários de aula para disciplinas).",,,,,
530,2023/11/28 11:00:20 PM GMT-3,redacted,redacted,Engenharia de Sistemas,Noturno,,,,,,,,,19:00 - 22:35,1.0,4.0,,
531,2023/11/28 11:19:30 PM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Noturno,,,,,,,,,19:00 - 22:35,5.0,1.0,,
532,2023/11/28 11:22:03 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10;13:00 - 16:30,5.0,5.0,,,,,,
533,2023/11/28 11:54:56 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Vespertino,,,,,14:00 - 17:30;15:00 - 18:30;17:00 - 20:55,3.0,5.0,,,,,,
534,2023/11/29 12:19:23 AM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Vespertino,,,,,13:00 - 16:30;14:00 - 17:30;15:00 - 18:30,2.0,3.0,"Acredito que geralmente na sexta feira, é comum que o aluno tenha apenas uma aula. Vir para universidade para ter uma aula não é ideal, creio que é possivel encaixar estes horários que sobram para sexta no restante da semana.",,,,,
535,2023/11/29 1:12:42 AM GMT-3,redacted,redacted,Engenharia Química,Vespertino,,,,,7:30 - 11:10,5.0,5.0,,,,,,
536,2023/11/29 2:29:55 AM GMT-3,redacted,redacted,Engenharia Metalúrgica,Vespertino,,,,,7:30 - 11:10;14:00 - 17:30,3.0,2.0,,,,,,
537,2023/11/29 3:47:18 AM GMT-3,redacted,redacted,Engenharia Aeroespacial,Matutino,13:00 - 16:30;14:00 - 17:30;15:00 - 18:30;17:00 - 20:55,3.0,3.0,,,,,,,,,,
538,2023/11/29 6:24:40 AM GMT-3,redacted,redacted,Engenharia Aeroespacial,Matutino,7:30 - 11:10;8:30 - 12:10,4.0,2.0,,,,,,,,,,
539,2023/11/29 6:54:19 AM GMT-3,redacted,redacted,Engenharia Química,Matutino,7:30 - 11:10;8:30 - 12:10,5.0,2.0,,,,,,,,,,
540,2023/11/29 6:59:18 AM GMT-3,redacted,redacted,Engenharia Química,Matutino,7:30 - 11:10;18:00 - 21:55;19:00 - 22:35,5.0,4.0,"Os horários espaçados (uma aula de manhã e a próxima só a tarde) não permitem que o aluno estagie ou trabalhe nesse dia, com isso, o aluno precisa repor essas horas de trabalhado não realizado em outros dias da semana, o que prejudica os horários que o aluno poderia estar estudando para as disciplinas. ",,,,,,,,,
541,2023/11/29 7:00:03 AM GMT-3,redacted,redacted,Engenharia Química,Matutino,7:30 - 11:10;13:00 - 16:30;14:00 - 17:30,4.0,4.0,"Deve-se estudar os horários, no intuito de não atrapalhar no momento de puxarmos matérias de outro semestres. ",,,,,,,,,
542,2023/11/29 7:04:01 AM GMT-3,redacted,redacted,Engenharia Química,Matutino,7:30 - 11:10;19:00 - 22:35,5.0,5.0,,,,,,,,,,
543,2023/11/29 7:06:09 AM GMT-3,redacted,redacted,Engenharia Química,Matutino,14:00 - 17:30;15:00 - 18:30;17:00 - 20:55,4.0,2.0,,,,,,,,,,
544,2023/11/29 7:07:07 AM GMT-3,redacted,redacted,Engenharia Química,Matutino,7:30 - 11:10,5.0,3.0,"Em geral quando procuramos um estágio pedem que tenhamos 6 horas disponíveis, pois algumas disciplinas ocorrem em horários aleatórios, por exemplo, todas as aulas são de manhã, mas um dia tem uma disciplina que ocupa 1h40 da sua tarde, é muito difícil encontrar uma empresa que seja compreensiva o suficiente para conseguir acomodar a faculdade. 
Além disso, falando especificamente de engenharia química, por algum motivo eles montam o horário do curso com um período pela manhã e o seguinte à tarde, isso dificulta muito a obtenção de um estágio duradouro, pois existem empresas que são flexíveis, mas existem empresas que só aceitam estágios pela manhã ou pela tarde, então se você ingressar em uma empresa que só aceita estágios pela manhã e no próximo período suas aulas começarem a ser durante a manhã, você tem que abandonar esse estágio simplesmente porque as aulas do curso são muito mal planejadas.",,,,,,,,,
545,2023/11/29 7:30:35 AM GMT-3,redacted,redacted,Engenharia Mecânica,Matutino,7:30 - 11:10;13:00 - 16:30,4.0,5.0,"Moro em outra cidade (sete lagoas) e fica bem ruim para mim quando tem intervalos grandes entre as aulas, pois nao posso voltar para casa e vir para uf outra vez",,,,,,,,,
546,2023/11/29 7:41:54 AM GMT-3,redacted,redacted,Engenharia Aeroespacial,Matutino,8:30 - 12:10;13:00 - 16:30,4.0,4.0,,,,,,,,,,
547,2023/11/29 7:58:01 AM GMT-3,redacted,redacted,Engenharia Metalúrgica,Vespertino,,,,,7:30 - 11:10;13:00 - 16:30,1.0,3.0,,,,,,
548,2023/11/29 8:02:18 AM GMT-3,redacted,redacted,Engenharia Química,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,4.0,4.0,,,,,,
549,2023/11/29 8:04:32 AM GMT-3,redacted,redacted,Engenharia de Produção,Matutino,7:30 - 11:10;18:00 - 21:55,3.0,4.0,,,,,,,,,,
